;N�  EXPEDIENTE;FECHA;HORA;CALLE;N�MERO;DISTRITO;TIPO ACCIDENTE;ESTADO METEREOL�GICO;TIPO VEH�CULO;TIPO PERSONA;RANGO DE EDAD;SEXO;LESIVIDAD*;Unnamed: 13;Country;City;FixedAddress;FullAddress;latitude;longitude
43;2019S006501;27/01/2019;16:15;CALL. ALCALA;44;CENTRO;Atropello a persona;Despejado;Bicicleta;Peat�n;DE 25 A 29 A�OS;Mujer;14.0;;Spain;Madrid;CALLE ALCALA;CALLE ALCALA Madrid Spain;40.44614;-3.613
44;2019S006478;28/01/2019;18:00;CALL. MENDEZ ALVARO / CALL. TITAN;-;ARGANZUELA;Ca�da;Despejado;Bicicleta;Conductor;DE 55 A 59 A�OS;Hombre;14.0;;Spain;Madrid;CALLE MENDEZ ALVARO;CALLE MENDEZ ALVARO Madrid Spain;40.40009;-3.68514
45;2019S013729;29/01/2019;16:26;PASEO. RECOLETOS;23;CENTRO;Ca�da;Lluvia d�bil;Bicicleta;Conductor;DE 45 A 49 A�OS;Hombre;2.0;;Spain;Madrid;PASEO RECOLETOS;PASEO RECOLETOS Madrid Spain;40.42207;-3.69144
46;2019S006655;30/01/2019;13:20;AVDA. CARABANCHEL ALTO;122;CARABANCHEL;Colisi�n frontal;Despejado;Bicicleta;Conductor;DE 10 A 14 A�OS;Mujer;1.0;;Spain;Madrid;AVENIDA CARABANCHEL ALTO;AVENIDA CARABANCHEL ALTO Madrid Spain;40.36351;-3.75359
47;2019S006649;30/01/2019;11:41;CALL. TOMASA RUIZ;1;CARABANCHEL;Choque contra obst�culo fijo;Despejado;Bicicleta;Conductor;DE 30 A 34 A�OS;Hombre;;;Spain;Madrid;CALLE TOMASA RUIZ;CALLE TOMASA RUIZ Madrid Spain;40.39603;-3.7109
48;2019S007855;01/02/2019;13:30;CALL. DOCTOR ESQUERDO / CALL. DOCTOR ESQUERDO;-;RETIRO;Alcance;Despejado;Bicicleta;Conductor;DE 35 A 39 A�OS;Mujer;7.0;;Spain;Madrid;CALLE DOCTOR ESQUERDO;CALLE DOCTOR ESQUERDO Madrid Spain;40.41034;-3.66997
49;2019S008460;01/02/2019;1:40;CALL. SANTA ENGRACIA / CALL. RIOS ROSAS;-;CHAMBER�;Colisi�n fronto-lateral;Lluvia d�bil;Bicicleta;Conductor;DE 21 A 24 A�OS;Hombre;7.0;;Spain;Madrid;CALLE SANTA ENGRACIA;CALLE SANTA ENGRACIA Madrid Spain;40.43336;-3.69804
50;2019S007891;01/02/2019;0:15;CALL. FRANCISCO SANTOS / CALL. MARTINEZ IZQUIERDO;-;SALAMANCA;Colisi�n fronto-lateral;Lluvia d�bil;Bicicleta;Conductor;DE 45 A 49 A�OS;Hombre;7.0;;Spain;Madrid;CALLE FRANCISCO SANTOS;CALLE FRANCISCO SANTOS Madrid Spain;40.43417;-3.66674
51;2019S010276;02/02/2019;11:30;CALL. MARTINEZ DE LA RIVA;4;PUENTE DE VALLECAS;Colisi�n lateral;Despejado;Bicicleta;Conductor;DE 40 A 44 A�OS;Hombre;;;Spain;Madrid;CALLE MARTINEZ DE LA RIVA;CALLE MARTINEZ DE LA RIVA Madrid Spain;40.39269;-3.66591
52;2019S007920;02/02/2019;11:07;CALL. MARCELO USERA / CALL. MANUEL NOYA;-;USERA;Atropello a persona;Despejado;Bicicleta;Conductor;DE 50 A 54 A�OS;Mujer;14.0;;Spain;Madrid;CALLE MARCELO USERA;CALLE MARCELO USERA Madrid Spain;40.3856;-3.70806
53;2019S007920;02/02/2019;11:07;CALL. MARCELO USERA / CALL. MANUEL NOYA;-;USERA;Atropello a persona;Despejado;Bicicleta;Peat�n;DE 70 A 74 A�OS;Mujer;7.0;;Spain;Madrid;CALLE MARCELO USERA;CALLE MARCELO USERA Madrid Spain;40.3856;-3.70806
54;2019S007753;02/02/2019;0:03;CALL. MARIA DE MOLINA;18;SALAMANCA;Ca�da;Despejado;Bicicleta;Conductor;DE 35 A 39 A�OS;Hombre;2.0;;Spain;Madrid;CALLE MARIA DE MOLINA;CALLE MARIA DE MOLINA Madrid Spain;40.43787;-3.68673
55;2019S008637;03/02/2019;17:00;CALL. ALTAMIRANO / PASEO. PINTOR ROSALES;-;MONCLOA-ARAVACA;Ca�da;Despejado;Bicicleta;Conductor;DE 45 A 49 A�OS;Mujer;6.0;;Spain;Madrid;CALLE ALTAMIRANO;CALLE ALTAMIRANO Madrid Spain;40.43058;-3.71965
56;2019S008855;06/02/2019;19:40;CALL. AGUSTIN DE FOXA;30;CHAMART�N;Colisi�n fronto-lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 A�OS;Hombre;6.0;;Spain;Madrid;CALLE AGUSTIN DE FOXA;CALLE AGUSTIN DE FOXA Madrid Spain;40.47142;-3.68154
57;2019S008627;06/02/2019;17:30;CALL. ALCALA;173;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;DE 40 A 44 A�OS;Hombre;;;Spain;Madrid;CALLE ALCALA;CALLE ALCALA Madrid Spain;40.44614;-3.613
58;2019S009150;06/02/2019;16:40;CALL. GRAN VIA / CALL. ALCALA;-;CENTRO;Ca�da;Despejado;Bicicleta;Conductor;DE 35 A 39 A�OS;Hombre;5.0;;Spain;Madrid;CALLE GRAN VIA;CALLE GRAN VIA Madrid Spain;40.42069;-3.70659
59;2019S008489;06/02/2019;10:25;CALL. JUAN BRAVO;17;SALAMANCA;Colisi�n frontal;Despejado;Bicicleta;Conductor;DE 50 A 54 A�OS;Hombre;2.0;;Spain;Madrid;CALLE JUAN BRAVO;CALLE JUAN BRAVO Madrid Spain;40.43231;-3.67427
60;2019S008448;06/02/2019;8:05;AVDA. LLANO CASTELLANO / AVDA. CARDENAL HERRERA ORIA;-;FUENCARRAL-EL PARDO;Atropello a persona;Despejado;Bicicleta;Conductor;DE 45 A 49 A�OS;Hombre;2.0;;Spain;Madrid;AVENIDA LLANO CASTELLANO;AVENIDA LLANO CASTELLANO Madrid Spain;40.48803;-3.68505
61;2019S008448;06/02/2019;8:05;AVDA. LLANO CASTELLANO / AVDA. CARDENAL HERRERA ORIA;-;FUENCARRAL-EL PARDO;Atropello a persona;Despejado;Bicicleta;Peat�n;DE 15 A 17 A�OS;Mujer;7.0;;Spain;Madrid;AVENIDA LLANO CASTELLANO;AVENIDA LLANO CASTELLANO Madrid Spain;40.48803;-3.68505
62;2019S009106;07/02/2019;18:50;CALL. PRINCIPE DE VERGARA / GTA. LOPEZ DE HOYOS;-;CHAMART�N;Ca�da;Despejado;Bicicleta;Conductor;DE 35 A 39 A�OS;Mujer;6.0;;Spain;Madrid;CALLE PRINCIPE DE VERGARA;CALLE PRINCIPE DE VERGARA Madrid Spain;40.44303;-3.67851
63;2019S009136;07/02/2019;16:10;CALL. VALLEHERMOSO / CALL. FERNANDEZ DE LOS RIOS;-;CHAMBER�;Alcance;;Bicicleta;Conductor;DE 30 A 34 A�OS;Hombre;;;Spain;Madrid;CALLE VALLEHERMOSO;CALLE VALLEHERMOSO Madrid Spain;40.43435;-3.70864
64;2019S009001;07/02/2019;9:15;CALL. PRADILLO;42;CHAMART�N;Choque contra obst�culo fijo;Despejado;Bicicleta;Conductor;DE 35 A 39 A�OS;Hombre;7.0;;Spain;Madrid;CALLE PRADILLO;CALLE PRADILLO Madrid Spain;40.44923;-3.6701
65;2019S009731;08/02/2019;22:30;CALL. ALCALA;13;CENTRO;Ca�da;Se desconoce;Bicicleta;Conductor;DE 50 A 54 A�OS;Mujer;7.0;;Spain;Madrid;CALLE ALCALA;CALLE ALCALA Madrid Spain;40.44614;-3.613
66;2019S009806;08/02/2019;21:40;CALL. MESON DE PAREDES / CALL. JUANELO;-;CENTRO;Colisi�n fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 A�OS;Hombre;7.0;;Spain;Madrid;CALLE MESON DE PAREDES;CALLE MESON DE PAREDES Madrid Spain;40.40864;-3.70334
67;2019S009733;10/02/2019;16:05;PASEO. REINA CRISTINA / CALL. ANDRES TORREJON;-;RETIRO;Colisi�n fronto-lateral;;Bicicleta;Conductor;DE 21 A 24 A�OS;Hombre;;;Spain;Madrid;PASEO REINA CRISTINA;PASEO REINA CRISTINA Madrid Spain;40.40686;-3.68281
68;2019S009715;10/02/2019;13:45;CALL. PRINCIPE DE VERGARA;219;CHAMART�N;Colisi�n lateral;Despejado;Bicicleta;Conductor;DE 21 A 24 A�OS;Hombre;7.0;;Spain;Madrid;CALLE PRINCIPE DE VERGARA;CALLE PRINCIPE DE VERGARA Madrid Spain;40.44303;-3.67851
69;2019S009957;11/02/2019;16:13;CALL. SERRANO;8;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;DE 35 A 39 A�OS;Hombre;7.0;;Spain;Madrid;CALLE SERRANO;CALLE SERRANO Madrid Spain;40.42478;-3.68797
70;2019S009942;11/02/2019;14:15;CALL. ALCALA;101;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;DE 25 A 29 A�OS;Hombre;1.0;;Spain;Madrid;CALLE ALCALA;CALLE ALCALA Madrid Spain;40.44614;-3.613
71;2019S010289;11/02/2019;9:15;CALL. MIGUEL ANGEL;29;CHAMBER�;Colisi�n fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 A�OS;Hombre;6.0;;Spain;Madrid;CALLE MIGUEL ANGEL;CALLE MIGUEL ANGEL Madrid Spain;40.43547;-3.69126
72;2019S010293;12/02/2019;22:00;PASEO. PRADO;2;CENTRO;Alcance;Despejado;Bicicleta;Conductor;DE 25 A 29 A�OS;Hombre;2.0;;Spain;Madrid;PASEO PRADO;PASEO PRADO Madrid Spain;40.41429;-3.69406
73;2019S010365;12/02/2019;19:05;GTA. QUEVEDO / CALL. SAN BERNARDO;-;CHAMBER�;Colisi�n lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 A�OS;Hombre;7.0;;Spain;Madrid;GLORIETA QUEVEDO;GLORIETA QUEVEDO Madrid Spain;40.42028045654297;-3.7057700157165527
74;2019S010852;13/02/2019;17:30;CALL. SILVANO / CALL. FRANCISCO MOSQUEDA;-;HORTALEZA;Atropello a persona;Despejado;Bicicleta;Conductor;DE 45 A 49 A�OS;Hombre;2.0;;Spain;Madrid;CALLE SILVANO;CALLE SILVANO Madrid Spain;40.46119;-3.64051
75;2019S010852;13/02/2019;17:30;CALL. SILVANO / CALL. FRANCISCO MOSQUEDA;-;HORTALEZA;Atropello a persona;Despejado;Bicicleta;Peat�n;DE 21 A 24 A�OS;Mujer;7.0;;Spain;Madrid;CALLE SILVANO;CALLE SILVANO Madrid Spain;40.46119;-3.64051
76;2019S010360;13/02/2019;14:25;CALL. CONDE DE PE�ALVER;38;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;DE 55 A 59 A�OS;Mujer;2.0;;Spain;Madrid;CALLE CONDE DE PE�ALVER;CALLE CONDE DE PE�ALVER Madrid Spain;40.4316;-3.67514
77;2019S010849;14/02/2019;20:00;CALL. SANTA ENGRACIA;6;CHAMBER�;Atropello a persona;Despejado;Bicicleta;Conductor;DE 25 A 29 A�OS;Hombre;6.0;;Spain;Madrid;CALLE SANTA ENGRACIA;CALLE SANTA ENGRACIA Madrid Spain;40.43336;-3.69804
78;2019S010849;14/02/2019;20:00;CALL. SANTA ENGRACIA;6;CHAMBER�;Atropello a persona;Despejado;Bicicleta;Peat�n;DE 25 A 29 A�OS;Hombre;14.0;;Spain;Madrid;CALLE SANTA ENGRACIA;CALLE SANTA ENGRACIA Madrid Spain;40.43336;-3.69804
79;2019S010716;14/02/2019;18:00;AVDA. MENENDEZ PELAYO;38;RETIRO;Ca�da;Despejado;Bicicleta;Conductor;DE 35 A 39 A�OS;Mujer;;;Spain;Madrid;AVENIDA MENENDEZ PELAYO;AVENIDA MENENDEZ PELAYO Madrid Spain;40.40579;-3.67993
80;2019S010855;14/02/2019;18:00;AUTOV. M-40 CON AVDA. DOCTOR GARCIA TAPIA;-;MORATALAZ;Alcance;Despejado;Bicicleta;Conductor;DE 50 A 54 A�OS;Hombre;7.0;;Spain;Madrid;AUTOVIA M-40 CON AVENIDA DOCTOR GARCIA TAPIA;AUTOVIA M-40 CON AVENIDA DOCTOR GARCIA TAPIA Madrid Spain;40.41343;-3.64926
81;2019S010653;14/02/2019;14:20;PASEO. INFANTA ISABEL;17;RETIRO;Colisi�n lateral;Despejado;Bicicleta;Conductor;DE 21 A 24 A�OS;Hombre;7.0;;Spain;Madrid;PASEO INFANTA ISABEL;PASEO INFANTA ISABEL Madrid Spain;40.40707;-3.68856
82;2019S010951;15/02/2019;14:10;GTA. ANGEL CAIDO;4;RETIRO;Ca�da;Despejado;Bicicleta;Conductor;DE 45 A 49 A�OS;Mujer;6.0;;Spain;Madrid;GLORIETA ANGEL CAIDO;GLORIETA ANGEL CAIDO Madrid Spain;40.41082000732422;-3.6827199459075928
83;2019S011338;16/02/2019;19:55;CALL. JOAQUIN TURINA;31;CARABANCHEL;Ca�da;Despejado;Bicicleta;Conductor;DE 45 A 49 A�OS;Mujer;6.0;;Spain;Madrid;CALLE JOAQUIN TURINA;CALLE JOAQUIN TURINA Madrid Spain;40.3722;-3.75931
84;2019S011335;16/02/2019;17:10;PASEO. CHOPERA;2;ARGANZUELA;Ca�da;Despejado;Bicicleta;Conductor;DE 35 A 39 A�OS;Mujer;2.0;;Spain;Madrid;PASEO CHOPERA;PASEO CHOPERA Madrid Spain;40.39484;-3.70021
85;2019S011089;16/02/2019;14:05;RONDA DE VALENCIA CON GLORIETA DE EMBAJADORES;-;CENTRO;Colisi�n lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 A�OS;Hombre;;;Spain;Madrid;RONDA DE VALENCIA CON GLORIETA DE EMBAJADORES;RONDA DE VALENCIA CON GLORIETA DE EMBAJADORES Madrid Spain;40.40803146362305;-3.700670003890991
86;2019S011128;17/02/2019;9:00;AVDA. POBLADOS / CALL. ANTONIO ROMERO;-;CARABANCHEL;Alcance;Despejado;Bicicleta;Conductor;DE 35 A 39 A�OS;Hombre;3.0;;Spain;Madrid;AVENIDA POBLADOS;AVENIDA POBLADOS Madrid Spain;40.3734;-3.73087
87;2019S012186;19/02/2019;11:57;CALL. IGLESIAS EXTRAMUROS / AVDA. PESETA;-;LATINA;Colisi�n fronto-lateral;Despejado;Bicicleta;Conductor;DE 50 A 54 A�OS;Hombre;7.0;;Spain;Madrid;CALLE IGLESIAS EXTRAMUROS;CALLE IGLESIAS EXTRAMUROS Madrid Spain;40.36804;-3.76366
88;2019S013666;20/02/2019;10:30;CALL. MANCHA / AVDA. ENTREVIAS;-;PUENTE DE VALLECAS;Colisi�n lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 A�OS;Hombre;6.0;;Spain;Madrid;CALLE MANCHA;CALLE MANCHA Madrid Spain;40.38086;-3.66966
89;2019S012142;20/02/2019;7:45;CALL. ATOCHA;104;CENTRO;Ca�da;Despejado;Bicicleta;Conductor;DE 15 A 17 A�OS;Mujer;7.0;;Spain;Madrid;CALLE ATOCHA;CALLE ATOCHA Madrid Spain;40.41065;-3.69571
90;2019S014246;22/02/2019;20:05;CALL. GENERAL RICARDOS;18;CARABANCHEL;Alcance;Despejado;Bicicleta;Conductor;DE 40 A 44 A�OS;Hombre;2.0;;Spain;Madrid;CALLE GENERAL RICARDOS;CALLE GENERAL RICARDOS Madrid Spain;40.39261;-3.72525
91;2019S013090;23/02/2019;21:15;PLAZA. ESPA�A;16;MONCLOA-ARAVACA;Alcance;Despejado;Bicicleta;Conductor;DE 21 A 24 A�OS;Hombre;6.0;;Spain;Madrid;PLAZA ESPA�A;PLAZA ESPA�A Madrid Spain;40.4239;-3.71136
92;2019S013198;23/02/2019;10:35;CALL. PARROCO EUSEBIO CUENCA;46;ARGANZUELA;Ca�da;Despejado;Bicicleta;Conductor;DE 40 A 44 A�OS;Hombre;5.0;;Spain;Madrid;CALLE PARROCO EUSEBIO CUENCA;CALLE PARROCO EUSEBIO CUENCA Madrid Spain;40.39578;-3.68913
93;2019S013570;25/02/2019;16:50;CALL. ESPARTEROS;12;CENTRO;Ca�da;Despejado;Bicicleta;Conductor;DE 30 A 34 A�OS;Mujer;1.0;;Spain;Madrid;CALLE ESPARTEROS;CALLE ESPARTEROS Madrid Spain;40.41578;-3.70522
94;2019S014478;27/02/2019;19:45;CALL. MELILOTO / CALL. NOPALERA;-;LATINA;Colisi�n fronto-lateral;Despejado;Bicicleta;Conductor;DE 18 A 20 A�OS;Mujer;7.0;;Spain;Madrid;CALLE MELILOTO;CALLE MELILOTO Madrid Spain;40.38922;-3.76922
95;2019S013812;27/02/2019;18:40;PASEO. GENERAL MARTINEZ CAMPOS / CALL. MODESTO LAFUENTE;-;CHAMBER�;Alcance;Despejado;Bicicleta;Conductor;DE 55 A 59 A�OS;Hombre;7.0;;Spain;Madrid;PASEO GENERAL MARTINEZ CAMPOS;PASEO GENERAL MARTINEZ CAMPOS Madrid Spain;40.43506;-3.6954
96;2019S013751;27/02/2019;10:25;PASEO. FERNAN NU�EZ / PASEO. VENEZUELA;-;RETIRO;Ca�da;Despejado;Bicicleta;Conductor;DE 50 A 54 A�OS;Hombre;6.0;;Spain;Madrid;PASEO FERNAN NU�EZ;PASEO FERNAN NU�EZ Madrid Spain;40.41519;-3.67982
97;2019S013863;28/02/2019;8:45;GTA. SINTRA / CALL. VIA DE DUBLIN;-;BARAJAS;Colisi�n fronto-lateral;Despejado;Bicicleta;Conductor;DE 45 A 49 A�OS;Hombre;7.0;;Spain;Madrid;GLORIETA SINTRA;GLORIETA SINTRA Madrid Spain;40.42028045654297;-3.7057700157165527
98;2019S013888;28/02/2019;7:30;PASEO. CASTELLANA;29;CHAMBER�;Ca�da;Despejado;Bicicleta;Conductor;DE 18 A 20 A�OS;Hombre;7.0;;Spain;Madrid;PASEO CASTELLANA;PASEO CASTELLANA Madrid Spain;40.45315;-3.69057
99;2019S014004;01/03/2019;20:45;PASEO. PRADO;13;RETIRO;Colisi�n fronto-lateral;Despejado;Bicicleta;Conductor;DE 18 A 20 A�OS;Hombre;6.0;;Spain;Madrid;PASEO PRADO;PASEO PRADO Madrid Spain;40.41429;-3.69406
100;2019S013999;01/03/2019;13:00;CALL. MODESTO LAFUENTE;61;CHAMBER�;Ca�da;Despejado;Bicicleta;Conductor;DE 50 A 54 A�OS;Hombre;7.0;;Spain;Madrid;CALLE MODESTO LAFUENTE;CALLE MODESTO LAFUENTE Madrid Spain;40.44236;-3.69596
101;2019S014016;01/03/2019;12:30;CALL. HACIENDA DE PAVONES / CALL. BRUJAS;-;VIC�LVARO;Otro;Despejado;Bicicleta;Conductor;DE 15 A 17 A�OS;Hombre;7.0;;Spain;Madrid;CALLE HACIENDA DE PAVONES;CALLE HACIENDA DE PAVONES Madrid Spain;40.39971;-3.63567
102;2019S014153;01/03/2019;12:10;RONDA. ATOCHA;7;ARGANZUELA;Ca�da;Despejado;Bicicleta;Conductor;DE 40 A 44 A�OS;Hombre;14.0;;Spain;Madrid;RONDA. ATOCHA;RONDA. ATOCHA Madrid Spain;40.40053939819336;-3.683919906616211
103;2019S014125;02/03/2019;14:50;CALL. RAIMUNDO FERNANDEZ VILLAVERDE / PASEO. CASTELLANA;-;TETU�N;Ca�da;Despejado;Bicicleta;Conductor;DE 35 A 39 A�OS;Mujer;7.0;;Spain;Madrid;CALLE RAIMUNDO FERNANDEZ VILLAVERDE;CALLE RAIMUNDO FERNANDEZ VILLAVERDE Madrid Spain;40.44661;-3.69867
104;2019S014113;02/03/2019;13:30;PASEO. MOLINO;1;ARGANZUELA;Ca�da;Despejado;Bicicleta;Conductor;DE 25 A 29 A�OS;Mujer;3.0;;Spain;Madrid;PASEO MOLINO;PASEO MOLINO Madrid Spain;40.3902;-3.69338
105;2019S013972;02/03/2019;4:00;PASEO. PRADO;48;CENTRO;Ca�da;Despejado;Bicicleta;Conductor;DE 50 A 54 A�OS;Hombre;7.0;;Spain;Madrid;PASEO PRADO;PASEO PRADO Madrid Spain;40.41429;-3.69406
106;2019S014196;03/03/2019;23:25;PLAZA. EMPERADOR CARLOS V;1;CENTRO;Colisi�n lateral;Despejado;Bicicleta;Conductor;DE 55 A 59 A�OS;Hombre;7.0;;Spain;Madrid;PLAZA EMPERADOR CARLOS V;PLAZA EMPERADOR CARLOS V Madrid Spain;40.40798;-3.6926
107;2019S014242;03/03/2019;20:55;CALL. PRINCESA / CALL. HILARION ESLAVA;-;CHAMBER�;Colisi�n fronto-lateral;Despejado;Bicicleta;Conductor;DE 21 A 24 A�OS;Mujer;7.0;;Spain;Madrid;CALLE PRINCESA;CALLE PRINCESA Madrid Spain;40.4289;-3.71503
108;2019S014256;04/03/2019;16:05;CALL. ARROYO DE LA MEDIA LEGUA / CALL. CORREGIDOR DIEGO CABEZA DE VACA;-;MORATALAZ;Colisi�n fronto-lateral;Despejado;Bicicleta;Conductor;DE 18 A 20 A�OS;Mujer;7.0;;Spain;Madrid;CALLE ARROYO DE LA MEDIA LEGUA;CALLE ARROYO DE LA MEDIA LEGUA Madrid Spain;40.4123550000053;-3.6539550000182
109;2019S014263;04/03/2019;15:45;CALL. ALFONSO XII / CALL. MONTALBAN;-;RETIRO;Colisi�n lateral;Despejado;Bicicleta;Conductor;DE 21 A 24 A�OS;Hombre;7.0;;Spain;Madrid;CALLE ALFONSO XII;CALLE ALFONSO XII Madrid Spain;40.41562;-3.68901
110;2019S014303;04/03/2019;12:45;PASEO. CASTELLANA;92;CHAMART�N;Colisi�n lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 A�OS;Mujer;1.0;;Spain;Madrid;PASEO CASTELLANA;PASEO CASTELLANA Madrid Spain;40.45315;-3.69057
111;2019S014289;04/03/2019;11:35;RETIRO;-;RETIRO;Ca�da;Despejado;Bicicleta;Conductor;DE 40 A 44 A�OS;Hombre;5.0;;Spain;Madrid;RETIRO;RETIRO Madrid Spain;40.40807342529297;-3.6767289638519287
112;2019S014327;05/03/2019;16:15;CALL. TRESPADERNE / AVDA. SUR DEL AEROPUERTO DE BARAJAS;-;BARAJAS;Colisi�n fronto-lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 A�OS;Hombre;7.0;;Spain;Madrid;CALLE TRESPADERNE;CALLE TRESPADERNE Madrid Spain;40.45172;-3.58124
113;2019S014416;06/03/2019;17:00;CALL. ALBAIDA;76;SAN BLAS-CANILLEJAS;Colisi�n fronto-lateral;Despejado;Bicicleta;Conductor;DE 45 A 49 A�OS;Mujer;6.0;;Spain;Madrid;CALLE ALBAIDA;CALLE ALBAIDA Madrid Spain;40.43332;-3.61722
114;2019S015623;06/03/2019;9:30;PLAZA. CARDENAL CISNEROS / AVDA. COMPLUTENSE;-;VILLA DE VALLECAS;Ca�da;LLuvia intensa;Bicicleta;Conductor;DE 35 A 39 A�OS;Hombre;7.0;;Spain;Madrid;PLAZA CARDENAL CISNEROS;PLAZA CARDENAL CISNEROS Madrid Spain;40.43987;-3.72617
115;2019S015708;08/03/2019;21:04;CALL. PRINCIPE CARLOS / CALL. MARIA TUDOR;-;HORTALEZA;Colisi�n fronto-lateral;Despejado;Bicicleta;Conductor;DE 10 A 14 A�OS;Hombre;2.0;;Spain;Madrid;CALLE PRINCIPE CARLOS;CALLE PRINCIPE CARLOS Madrid Spain;40.48484;-3.65795
116;2019S015708;08/03/2019;21:04;CALL. PRINCIPE CARLOS / CALL. MARIA TUDOR;-;HORTALEZA;Colisi�n fronto-lateral;Despejado;Bicicleta;Pasajero;DE 10 A 14 A�OS;Mujer;2.0;;Spain;Madrid;CALLE PRINCIPE CARLOS;CALLE PRINCIPE CARLOS Madrid Spain;40.48484;-3.65795
117;2019S014722;08/03/2019;19:25;AVDA. PARTENON;2;BARAJAS;Colisi�n fronto-lateral;Despejado;Bicicleta;Conductor;DE 21 A 24 A�OS;Hombre;7.0;;Spain;Madrid;AVENIDA PARTENON;AVENIDA PARTENON Madrid Spain;40.46383;-3.61625
118;2019S014661;08/03/2019;16:45;PASEO. CASTELLANA / CALL. RAIMUNDO FERNANDEZ VILLAVERDE;-;TETU�N;Colisi�n fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 A�OS;Hombre;7.0;;Spain;Madrid;PASEO CASTELLANA;PASEO CASTELLANA Madrid Spain;40.45315;-3.69057
119;2019S016583;09/03/2019;19:45;CALL. LOPEZ GRASS / AVDA. ALBUFERA;-;PUENTE DE VALLECAS;Colisi�n fronto-lateral;Despejado;Bicicleta;Conductor;DE 21 A 24 A�OS;Hombre;6.0;;Spain;Madrid;CALLE LOPEZ GRASS;CALLE LOPEZ GRASS Madrid Spain;40.39762;-3.65794
120;2019S015339;10/03/2019;22:00;AVDA. PORTUGAL;1;LATINA;Ca�da;Despejado;Bicicleta;Conductor;DE 25 A 29 A�OS;Mujer;7.0;;Spain;Madrid;AVENIDA PORTUGAL;AVENIDA PORTUGAL Madrid Spain;40.41166;-3.73688
121;2019S015263;10/03/2019;19:20;PASEO. ERMITA DEL SANTO / CALL. VIA CARPETANA;-;LATINA;Colisi�n frontal;Despejado;Bicicleta;Conductor;DE 25 A 29 A�OS;Mujer;2.0;;Spain;Madrid;PASEO ERMITA DEL SANTO;PASEO ERMITA DEL SANTO Madrid Spain;40.40804;-3.72402
122;2019S016088;10/03/2019;17:26;AVDA. INGENIERO EMILIO HERRERA;15;HORTALEZA;Colisi�n fronto-lateral;Despejado;Bicicleta;Conductor;DE 15 A 17 A�OS;Mujer;7.0;;Spain;Madrid;AVENIDA INGENIERO EMILIO HERRERA;AVENIDA INGENIERO EMILIO HERRERA Madrid Spain;40.48615;-3.66015
123;2019S015228;10/03/2019;14:58;CALL. SANTA ADELA;14;HORTALEZA;Colisi�n frontal;Despejado;Bicicleta;Conductor;DE 55 A 59 A�OS;Hombre;3.0;;Spain;Madrid;CALLE SANTA ADELA;CALLE SANTA ADELA Madrid Spain;40.47888;-3.6512
124;2019S015228;10/03/2019;14:58;CALL. SANTA ADELA;14;HORTALEZA;Colisi�n frontal;Despejado;Bicicleta;Conductor;DE 55 A 59 A�OS;Hombre;14.0;;Spain;Madrid;CALLE SANTA ADELA;CALLE SANTA ADELA Madrid Spain;40.47888;-3.6512
125;2019S015475;11/03/2019;21:30;PLAZA. ESPA�A / CALL. BAILEN;-;CENTRO;Alcance;;Bicicleta;Conductor;DE 35 A 39 A�OS;Mujer;;;Spain;Madrid;PLAZA ESPA�A;PLAZA ESPA�A Madrid Spain;40.4239;-3.71136
126;2019S015481;11/03/2019;21:00;CALL. ALCALDE SAINZ DE BARANDA / AUTOV. M-30;-;SALAMANCA;Ca�da;Despejado;Bicicleta;Conductor;DE 35 A 39 A�OS;Mujer;2.0;;Spain;Madrid;CALLE ALCALDE SAINZ DE BARANDA;CALLE ALCALDE SAINZ DE BARANDA Madrid Spain;40.41688;-3.6739
127;2019S015537;11/03/2019;20:15;CALL. ALCOCER / AVDA. ANDALUCIA;-;VILLAVERDE;Otro;Despejado;Bicicleta;Conductor;DE 25 A 29 A�OS;Mujer;;;Spain;Madrid;CALLE ALCOCER;CALLE ALCOCER Madrid Spain;40.35061;-3.6961
128;2019S017801;12/03/2019;10:00;CALL. REGUERA DE TOMATEROS;39;PUENTE DE VALLECAS;Ca�da;Despejado;Bicicleta;Conductor;DE 70 A 74 A�OS;Hombre;6.0;;Spain;Madrid;CALLE REGUERA DE TOMATEROS;CALLE REGUERA DE TOMATEROS Madrid Spain;40.37089;-3.65744
