;HORA;CALLE;NUMERO;LESIVIDAD*
2748; 12:00;CALLE DE LOS YEBENES - CALLE DE VALMOJADO                                                           ;0;2.0
2749; 14:00;CALLE DE LA IMAGEN - CALLE DE MARTELL                                                               ;0;14.0
2750; 15:00;CALLE DE ORENSE - CALLE DE RAIMUNDO FERNANDEZ VILLAVERDE                                            ;0;2.0
2751; 15:00;CALLE DE RAIMUNDO FERNANDEZ VILLAVERDE NUM                                                          ;67;2.0
2752; 19:00;CALLE DE CORAZON DE MARIA NUM                                                                       ;25;2.0
2753; 6:00 ;RONDA DE VALENCIA NUM                                                                               ;4;2.0
2754; 10:00;CALLE DE SANTIAGO DE COMPOSTELA NUM                                                                 ;82;2.0
2755; 12:00;AVENIDA DE LA PRINCESA JUANA DE AUSTRIA - AVENIDA DE LOS POBLADOS                                   ;0;2.0
2756; 12:00;CARRETERA DE PARDO A FUENCARRAL KM.                                                                 ;7;2.0
2757; 17:00;PARQUE DE MADRID RIO (RIBERA OESTE) KM.                                                             ;3800;2.0
2758; 22:00;AVENIDA DE LA ALBUFERA - CALLE DE LOPEZ GRASS                                                       ;0;2.0
2759; 11:00;AVENIDA DE MENENDEZ PELAYO NUM                                                                      ;49;2.0
2760; 16:00;CALLE DE ALCALA NUM                                                                                 ;195;2.0
2761; 10:00;AVENIDA DEL CERRO MILANO - CALLE DE PE�ARANDA DE BRACAMONTE                                         ;0;2.0
2762; 19:00;CALLE DE CASTELLON DE LA PLANA - CALLE DE PEDRO DE VALDIVIA                                         ;0;2.0
2763; 20:00;CAMINO DE PERALES NUM                                                                               ;2;2.0
2764; 18:00;CALLE DE CARAMUEL - CALLE DE FUENTEOVEJUNA                                                          ;0;2.0
2765; 19:00;PASEO  AZUL - PASEO DEL EMBARCADERO                                                                 ;0;2.0
2766; 11:00;CALLE DE SANCHEZ BUSTILLO NUM                                                                       ;1;2.0
2767; 11:00;CARRETERA DE COLMENAR VIEJO KM.                                                                     ;15500;2.0
2768; 11:00;CARRETERA DE COLMENAR VIEJO KM.                                                                     ;15500;14.0
2769; 14:00;CALLE DE ARCOS DE JALON NUM                                                                         ;3;2.0
2770; 14:00;AVENIDA DE MONTECARMELO - AVENIDA DEL MONASTERIO DE SILOS                                           ;0;2.0
2771; 14:00;AVENIDA DEL GENERAL PERON NUM                                                                       ;19;2.0
2772; 17:00;CALLE DE JUAN ESPLANDIU NUM                                                                         ;11;3.0
2773; 1:00 ;CALLE DE TETUAN NUM                                                                                 ;26;2.0
2774; 3:00 ;GLORIETA DE EMBAJADORES - RONDA DE VALENCIA                                                         ;0;2.0
2775; 12:00;CALLE DE NUESTRA SE�ORA DE VALVERDE NUM                                                             ;207;2.0
2776; 13:00;CALLE DE JULIO CANO LASSO NUM                                                                       ;4;2.0
2777; 13:00;CALLE DEL OTERUELO DEL VALLE NUM                                                                    ;6;2.0
2778; 13:00;PARQUE DEL RETIRO                                                                                   ;0;2.0
2779; 19:00;GLORIETA DEL PUENTE DE SEGOVIA - PASEO DE EXTREMADURA                                               ;0;2.0
2780; 12:00;CALLE DE BRAVO MURILLO - CALLE DE LAS AZUCENAS                                                      ;0;2.0
2781; 18:00;PASEO DE CAMOENS Y VALERO                                                                           ;0;2.0
2782; 22:00;GLORIETA DE EMILIO CASTELAR                                                                         ;0;2.0
2783; 17:00;CALLE DE LA RIBERA DE CURTIDORES - CALLE DE MIRA EL SOL                                             ;0;2.0
2784; 15:00;CALLE DE AFUERAS A VALVERDE - CALLE DE LOS MONASTERIOS DE SUSO Y YUSO                               ;0;2.0
2785; 22:00;CALLE DE CARRANZA - GLORIETA DE BILBAO                                                              ;0;14.0
2786; 5:00 ;CALLE DE ALCALA NUM                                                                                 ;51;2.0
2787; 16:00;AVENIDA  OROVILLA - CALLE DE LA ALIANZA                                                             ;0;2.0
2788; 14:00;CALLE DE ALCALA NUM                                                                                 ;53;2.0
2789; 11:00;CALLE DE GOYA - CALLE DEL CONDE DE PE�ALVER                                                         ;0;2.0
2790; 12:00;AVENIDA DE BUENOS AIRES - CALLE DEL PUERTO DE BALBARAN                                              ;0;2.0
2791; 14:00;CARRETERA DE PARDO A FUENCARRAL KM.                                                                 ;3500;2.0
2792; 16:00;CALLE DE ARTURO SORIA NUM                                                                           ;140;2.0
2793; 17:00;CALLE DE LA CIUDAD ENCANTADA - CALLE DE LA FUENTE CARRANTONA                                        ;0;3.0
2794; 10:00;CALLE DE GENOVA NUM                                                                                 ;24;2.0
2795; 13:00;CALLE  GRAN VIA NUM                                                                                 ;74;2.0
2796; 14:00;CALLE DEL CANAL DE BOSFORO NUM                                                                      ;2;3.0
2797; 18:00;AVENIDA DE LOS POBLADOS - CALLE DE LA DOBLA                                                         ;0;2.0
2798; 11:00;AVENIDA DE LOGRO�O NUM                                                                              ;126;3.0
2799; 19:00;AVENIDA DE SAN LUIS NUM                                                                             ;54;2.0
2800; 18:00;CALLE DE GOYA - CALLE DE NARVAEZ                                                                    ;0;2.0
2801; 13:00;CALLE DEL DOCTOR TOLOSA LATOUR - CAMINO DEL RIO                                                     ;0;2.0
2802; 14:00;CALLE DE SAN TELESFORO NUM                                                                          ;35;2.0
2803; 7:00 ;CALLE DE ENRIQUE LARRETA NUM                                                                        ;5;2.0
2804; 21:00;CALLE DE ANDRES ARTEAGA - CALLE DE RAMON DE MADARIAGA                                               ;0;2.0
2805; 19:00;PARQUE DEL RETIRO                                                                                   ;0;2.0
2806; 14:00;CALLE DE GOYA - CALLE DE SERRANO                                                                    ;0;2.0
2807; 15:00;CALLE DE SALVADOR DE MADARIAGA NUM                                                                  ;1;2.0
2808; 20:00;CARRETERA DE LA DEHESA DE LA VILLA KM.                                                              ;2500;2.0
2809; 00:00;PLAZA DE ESPA�A NUM                                                                                 ;1;2.0
2810; 8:00 ;CALLE DE PALAS DE REY NUM                                                                           ;30;2.0
2811; 10:00;CALLE DE SANTIAGO DE COMPOSTELA NUM                                                                 ;94;2.0
2812; 5:00 ;CALLE DE LA HACIENDA DE PAVONES NUM                                                                 ;72;2.0
2813; 12:00;CALLE DE DEYANIRA NUM                                                                               ;59;2.0
2814; 17:00;CALLE DE SAN BERNARDO NUM                                                                           ;63;14.0
2815; 14:00;PARQUE DE MADRID RIO (RIBERA OESTE) KM.                                                             ;3400;14.0
2816; 14:00;PARQUE DE MADRID RIO (RIBERA OESTE) KM.                                                             ;3400;2.0
2817; 19:00;AUTOVIA  M-23 ENTRADA - CALLE DE LA FUENTE CARRANTONA                                               ;0;3.0
2818; 14:00;CALLE DE IBIZA - CALLE DE LOPE DE RUEDA                                                             ;0;2.0
2819; 20:00;AVENIDA DEL MARQUES DE CORBERA NUM                                                                  ;9;14.0
2820; 13:00;PLAZA DE HONDURAS                                                                                   ;0;14.0
2821; 10:00;AVENIDA DE NICETO ALCALA ZAMORA NUM                                                                 ;42;2.0
2822; 11:00;CALLE DE NUESTRA SE�ORA DE VALVERDE NUM                                                             ;207;2.0
2823; 16:00;PASEO DE LOS FERROVIARIOS NUM                                                                       ;45;2.0
2824; 10:00;CALLE DE EDUARDO BARREIROS - CALLE DE PADUL                                                         ;0;2.0
2825; 14:00;AVENIDA DE ENTREVIAS - CALLE DEL PUERTO DE BALBARAN                                                 ;0;2.0
2826; 11:00;CALLE DEL MAESTRO VICTORIA - PLAZA DEL CELENQUE                                                     ;0;3.0
2827; 11:00;PASEO DE LA CASTELLANA NUM                                                                          ;70;2.0
2828; 13:00;CALLE DE FUENCARRAL NUM                                                                             ;7;14.0
2829; 14:00;CALLE DEL DOCTOR FLEMING - CALLE DEL PROFESOR WAKSMAN                                               ;0;2.0
2830; 16:00;CALLE DE ALCALA - CALLE DEL MARQUES DE CUBAS                                                        ;0;2.0
2831; 22:00;CALLE DE CARRETAS - PLAZA DE LA PUERTA DEL SOL                                                      ;0;14.0
2832; 13:00;CALLE DE MAQUEDA NUM                                                                                ;18;2.0
2833; 9:00 ;CALLE DE LA CORBETA - CALLE DE LA RIOJA                                                             ;0;2.0
2834; 18:00;CALLE DEL VALLE DE PINARES LLANOS NUM                                                               ;76;2.0
2835; 21:00;CALLE  GRAN VIA - CALLE DEL MARQUES DE VALDEIGLESIAS                                                ;0;2.0
2836; 7:00 ;CALLE DE AGASTIA - CALLE DE EMILIO VARGAS                                                           ;0;2.0
2837; 8:00 ;CALLE DE JOSE ORTEGA Y GASSET - CALLE DEL CONDE DE PE�ALVER                                         ;0;2.0
2838; 18:00;CALLE DE LA ISLA DE GOMERA NUM                                                                      ;9;2.0
2839; 21:00;AVENIDA DE LA GRAN VIA DEL SURESTE - AVENIDA DEL CERRO MILANO                                       ;0;2.0
2840; 15:00;AVENIDA DE LOS POBLADOS - AVENIDA DEL EURO                                                          ;0;2.0
2841; 8:00 ;CALLE DEL PINTOR ANTONIO SAURA - CALLE DEL PRINCIPE CARLOS                                          ;0;2.0
2842; 15:00;CALLE  GRAN VIA - CALLE DE MESONERO ROMANOS                                                         ;0;14.0
2843; 16:00;CALLE DE EL ALGABE�O NUM                                                                            ;20;2.0
2844; 18:00;CALLE DE MARCELO USERA NUM                                                                          ;103;2.0
2845; 8:00 ;CALLE DE SERRANO NUM                                                                                ;93;2.0
2846; 14:00;CALLE DE SERRANO NUM                                                                                ;57;2.0
2847; 11:00;CALLE DEL DOCTOR GOMEZ ULLA NUM                                                                     ;2;2.0
2848; 16:00;CALLE  GRAN VIA NUM                                                                                 ;86;2.0
2849; 18:00;CALLE DE ILLESCAS - CALLE DE VALMOJADO                                                              ;0;2.0
2850; 19:00;CALLE DE HORTALEZA NUM                                                                              ;75;14.0
2851; 11:00;CALLE DE LA CARABELA - CALLE DE LA RIOJA                                                            ;0;2.0
2852; 17:00;CALLE DE ALCALA NUM                                                                                 ;256;2.0
2853; 14:00;CALLE DE CAMARENA NUM                                                                               ;142;2.0
2854; 14:00;CALLE DE LUIS MITJANS NUM                                                                           ;29;2.0
2855; 3:00 ;CALLE DE PONZANO - CALLE DE RIOS ROSAS                                                              ;0;2.0
2856; 17:00;CALLE DE PIO FELIPE NUM                                                                             ;12;14.0
2857; 20:00;CALLE DE BRAVO MURILLO NUM                                                                          ;79;2.0
2858; 13:00;CALLE DE LA CENICIENTA NUM                                                                          ;2;2.0
2859; 1:00 ;PLAZA DE LA LEALTAD NUM                                                                             ;3;2.0
2860; 10:00;AVENIDA DEL DOCTOR GARCIA TAPIA NUM                                                                 ;232;3.0
2861; 12:00;PASEO DEL EMBARCADERO NUM                                                                           ;12;2.0
2862; 12:00;AVENIDA DE LA AURORA BOREAL - CALLE DE MARMOLINA                                                    ;0;2.0
2863; 13:00;PASEO DEL PRADO NUM                                                                                 ;11;2.0
2864; 14:00;CALLE DE LA ESTRELLA POLAR NUM                                                                      ;3;2.0
2865; 20:00;CALLE  GRAN VIA - CALLE DE SAN BERNARDO                                                             ;0;2.0
2866; 17:00;CUESTA DE SAN VICENTE - PASEO DEL REY                                                               ;0;3.0
2867; 11:00;PLAZA DE JACINTO BENAVENTE NUM                                                                      ;1;2.0
2868; 16:00;CALLE DEL CASTILLO DE UCLES NUM                                                                     ;35;2.0
2869; 19:00;AVENIDA DEL MARQUES DE CORBERA NUM                                                                  ;38;14.0
2870; 11:00;AVENIDA DE LOS POBLADOS - AVENIDA DEL EURO                                                          ;0;2.0
2871; 11:00;CALLE  GRAN VIA DE VILLAVERDE - CALLE DE PATERNA                                                    ;0;2.0
2872; 14:00;CALLE DEL CAPITAN HAYA - CALLE DEL GENERAL YAG�E                                                    ;0;2.0
2873; 13:00;CALLE DE ZURBANO - CALLE DEL GENERAL ARRANDO                                                        ;0;2.0
2874; 21:00;AVENIDA DE PORTUGAL - PUERTA DEL ANGEL                                                              ;0;2.0
2875; 10:00;CALLE DE PERIANA - CALLE DEL OLIGISTO                                                               ;0;2.0
2876; 21:00;CALLE DE MORATIN - COSTANILLA DE LOS DESAMPARADOS                                                   ;0;2.0
2877; 23:00;CALLE  GRAN VIA NUM                                                                                 ;53;2.0
2878; 7:00 ;CALLE DE CARTAGENA NUM                                                                              ;121;2.0
2879; 12:00;CALLE DE FUENCARRAL NUM                                                                             ;81;2.0
2880; 20:00;CALLE DE BRAVO MURILLO NUM                                                                          ;29;2.0
2881;;CALLE DE FUENCARRAL NUM                                                                             ;145;2.0
2882;;CALLE DE MARIA DE MOLINA - CALLE DE VELAZQUEZ                                                       ;0;14.0
2883;;CALLE DE CASTELLO NUM                                                                               ;25;2.0
2884;;CARRETERA DE EL PARDO KM.                                                                           ;2600;3.0
2885;;AUTOVIA  M-40 - AVENIDA DE ANDALUCIA                                                                ;0;2.0
2886;;CALLE DE CAVANILLES NUM                                                                             ;32;2.0
2887;;AVENIDA DE DAROCA NUM                                                                               ;302;2.0
2888;;CALLE DE BRAVO MURILLO NUM                                                                          ;204;2.0
2889;;AVENIDA DEL DOCTOR GARCIA TAPIA NUM                                                                 ;232;2.0
2890; 18:00;CALLE DE BARBARA DE BRAGANZA - CALLE DEL MARQUES DE LA ENSENADA                                     ;0;2.0
2891; 4:00 ;CALLE DEL ALCALDE SAINZ DE BARANDA NUM                                                              ;57;2.0
2892; 12:00;CARRETERA DE ALCOBENDAS KM.                                                                         ;4600;2.0
2893; 12:00;CALLE DE PICO CLAVERO NUM                                                                           ;8;2.0
2894; 11:00;CALLE DEL GENERAL RICARDOS NUM                                                                      ;168;2.0
2895; 20:00;CALLE DE ANDRES MELLADO NUM                                                                         ;102;2.0
2896; 11:00;CALLE DE BACARES - CALLE DE PURCHENA                                                                ;0;2.0
2897; 12:00;AVENIDA DE LA PRINCESA JUANA DE AUSTRIA - AVENIDA DE LOS POBLADOS                                   ;0;2.0
2898; 16:00;CALLE DE SAAVEDRA FAJARDO NUM                                                                       ;30;2.0
2899; 12:00;CALLE DE ISABEL COLBRAND - CALLE DE PALAS DE REY                                                    ;0;3.0
2900; 13:00;PASEO DE LA CASTELLANA - PLAZA DE SAN JUAN DE LA CRUZ                                               ;          ;14.0
2901; 11:00;CALLE DE JUAN BAUTISTA DE TOLEDO - CALLE DE ZABALETA                                                ;0;2.0
2902; 11:00;CALLE DE JOAQUIN DICENTA NUM                                                                        ;22;2.0
2903; 21:00;CALLE DE FERMIN CABALLERO - CALLE DE GINZO DE LIMIA                                                 ;0;2.0
2904; 9:00 ;CALLE DEL ALCALDE SAINZ DE BARANDA - CALLE DEL DOCTOR ESQUERDO                                      ;0;2.0
2905; 14:00;CALLE DE LA INDEPENDENCIA - CALLE DEL ESPEJO                                                        ;0;2.0
2906; 20:00;CALLE DE SAN ISIDORO DE SEVILLA - PASEO DE LOS OLMOS                                                ;0;2.0
2907; 22:00;CALLE DE ALCALA - PLAZA DE LA INDEPENDENCIA                                                         ;0;2.0
2908; 21:00;CALLE  GRAN AVENIDA NUM                                                                             ;2;2.0
2909; 22:00;CALLE DEL GENERAL RICARDOS NUM                                                                      ;7;2.0
2910; 12:00;CALLE DEL DOCTOR TOLOSA LATOUR NUM                                                                  ;17;3.0
2911; 15:00;CALLE  GRAN VIA - CALLE DE SAN BERNARDO                                                             ;0;3.0
2912; 19:00;CALLE DE ALFONSO XII NUM                                                                            ;44;2.0
2913; 21:00;CALLE DE HERNANI NUM                                                                                ;16;14.0
2914; 12:00;CAMINO DEL MONTE                                                                                    ;0;2.0
2915; 13:00;CALLE DE LA MONTERA NUM                                                                             ;16;2.0
2916; 18:00;PASEO DE LA VAGUADA NUM                                                                             ;1;2.0
2917; 15:00;CALLE DE TELLEZ - CALLE DEL COMERCIO                                                                ;0;2.0
2918; 20:00;CALLE DE MARIO CABRE - CALLE DEL PICO DE LOS ARTILLEROS                                             ;0;2.0
2919; 19:00;CALLE DEL ARROYO DEL OLIVAR NUM                                                                     ;16;14.0
2920; 10:00;AVENIDA DE FRANCISCO JAVIER S�ENZ DE OIZA - GLORIETA DE ANTONIO BONET                               ;0;2.0
2921; 11:00;AVENIDA DE MIGUEL HERNANDEZ - CALLE DE LOS LEONESES                                                 ;0;2.0
2922; 21:00;CALLE DE ANTONIO PEREZ NUM                                                                          ;13;2.0
2923; 18:00;CALLE DE LA LAGUNA DEL MARQUESADO - CALLE DE SAN ERASMO                                             ;0;2.0
2924; 13:00;CALLE DEL ARROYO DE POZUELO - GLORIETA DE SIERRA PARAMERA                                           ;0;3.0
2925; 14:00;CALLE DE LA BATALLA DEL SALADO - PASEO DE SANTA MARIA DE LA CABEZA                                  ;0;2.0
2926; 15:00;AVENIDA DE LOS POBLADOS - CALLE DE GUETARIA                                                         ;0;2.0
2927; 16:00;CALLE DE SAN ANDRES NUM                                                                             ;12;14.0
2928; 14:00;CALLE DE FERNANDO DELGADO - CALLE DE MONSE�OR OSCAR ROMERO                                          ;0;2.0
2929; 3:00 ;AVENIDA DE LA CIUDAD DE BARCELONA NUM                                                               ;108;3.0
2930; 7:00 ;AVENIDA DE FUENTELARREYNA - CALLE DE ARROYOFRESNO                                                   ;0;2.0
2931; 15:00;AVENIDA DE OPORTO - TRAVESIA DE ANTONIA LANCHA                                                      ;0;2.0
2932; 1:00 ;CALLE DE ALCALA NUM                                                                                 ;81;2.0
2933; 13:00;ESTACION DE CHAMARTIN                                                                               ;0;2.0
2934; 2:00 ;CALLE DE TOLEDO NUM                                                                                 ;86;14.0
2935; 13:00;CALLE DE BENJAMIN PALENCIA NUM                                                                      ;46;2.0
2936; 9:00 ;CALLE DE GOYA - PLAZA DE COLON                                                                      ;0;14.0
2937; 11:00;CALLE DE FRANCISCO SILVELA NUM                                                                      ;7;2.0
2938; 21:00;CALLE DE EMBAJADORES NUM                                                                            ;78;2.0
2939; 20:00;CALLE DE RAFAEL DE RIEGO NUM                                                                        ;21;14.0
2940; 12:00;CALLE DE LA ACEBEDA NUM                                                                             ;59;3.0
2941; 11:00;CALLE DE MARTINEZ DE LA RIVA NUM                                                                    ;76;2.0
2942; 13:00;CALLE DEL BARRANCO DEL NOVILLO NUM                                                                  ;14;2.0
2943; 14:00;CALLE DE CASALARREINA NUM                                                                           ;31;2.0
2944; 17:00;CALLE DEL CRISTO DE LA VICTORIA NUM                                                                 ;86;2.0
2945; 7:00 ;CALLE DE SERRANO - CALLE DEL GENERAL ORAA                                                           ;0;2.0
2946; 11:00;AVENIDA DE MENENDEZ PELAYO NUM                                                                      ;43;2.0
2947; 17:00;CALLE DE LA MONTERA - PLAZA DE LA PUERTA DEL SOL                                                    ;0;14.0
2948; 14:00;CALLE DE SERRANO NUM                                                                                ;2;2.0
2949; 9:00 ;PARQUE DE MADRID RIO (RIBERA ESTE) KM.                                                              ;5700;2.0
2950; 13:00;CALLE DE BENETUSER - CALLE DEL MONASTERIO DE EL PAULAR                                              ;0;3.0
2951; 13:00;CARRETERA DE COLMENAR VIEJO - CARRETERA DE FUENCARRAL A ALCOBENDAS                                  ;0;2.0
2952; 14:00;CALLE DE MATEO INURRIA NUM                                                                          ;33;2.0
2953; 14:00;AVENIDA DE LA DEMOCRACIA NUM                                                                        ;2;2.0
2954; 8:00 ;CALLE DEL CONDE DUQUE NUM                                                                           ;38;2.0
2955; 17:00;GLORIETA DE JAIME CAMPMANY                                                                          ;0;2.0
2956; 20:00;CALLE DE JOAQUIN TURINA - CALLE DEL JACOBEO                                                         ;0;2.0
2957; 20:00;AVENIDA DEL VENTISQUERO DE LA CONDESA - CALLE DE LA COSTA BRAVA                                     ;0;2.0
2958; 7:00 ;CALLE DE ATOCHA NUM                                                                                 ;114;2.0
2959; 14:00;CALLE DEL PADRE FRANCISCO PALAU Y QUER - PASEO DE LA CASTELLANA                                     ;0;2.0
2960; 14:00;CALLE DE ANTONIO MACHADO NUM                                                                        ;20;2.0
2961; 15:00;CALLE DE ARROYOFRESNO NUM                                                                           ;22;14.0
2962; 17:00;AVENIDA DEL MANZANARES NUM                                                                          ;70;14.0
2963; 10:00;AVENIDA DEL CARDENAL HERRERA ORIA - CALLE DE LLODIO                                                 ;0;3.0
2964; 11:00;PASEO DE MARIA TERESA NUM                                                                           ;1;2.0
2965; 12:00;CALLE DEL MANZANARES - PASEO DE LA VIRGEN DEL PUERTO                                                ;0;2.0
2966; 11:00;PASEO DE MEDIANIL                                                                                   ;0;2.0
2967; 13:00;GLORIETA DE LAS SIETE HERMANAS                                                                      ;0;2.0
2968; 13:00;GLORIETA DE LAS SIETE HERMANAS                                                                      ;0;14.0
2969; 4:00 ;CALLE DE ALCALA NUM                                                                                 ;228;3.0
2970; 11:00;PASEO DEL FERNAN NU�EZ                                                                              ;0;2.0
2971; 14:00;CARRETERA DE RODAJOS                                                                                ;0;14.0
2972; 14:00;CARRETERA DE RODAJOS                                                                                ;0;2.0
2973; 20:00;CALLE DE ZAIDA NUM                                                                                  ;5;2.0
2974; 13:00;CALLE DEL PRINCIPE DE VERGARA NUM                                                                   ;42;2.0
2975; 19:00;PLAZA DEL CARDENAL CISNEROS                                                                         ;0;2.0
2976; 12:00;PARQUE DE MADRID RIO (RIBERA OESTE) KM.                                                             ;5000;2.0
2977; 14:00;PASEO DEL FERNAN NU�EZ                                                                              ;0;14.0
2978; 11:00;CARRETERA DE EL PARDO KM.                                                                           ;3000;2.0
2979; 15:00;CALLE  MAYOR NUM                                                                                    ;6;14.0
2980; 9:00 ;CALLE DE BARQUILLO - CALLE DE SAN LUCAS                                                             ;0;2.0
2981; 12:00;CALLE DE SANTA ENGRACIA - GLORIETA DEL PINTOR SOROLLA                                               ;0;2.0
2982; 10:00;CALLE DE CARLOS MARTIN ALVAREZ - CALLE DE JAVIER DE MIGUEL                                          ;0;2.0
2983; 17:00;PASEO DE LOS CASTA�OS                                                                               ;0;2.0
2984; 17:00;PASEO DE LOS CASTA�OS                                                                               ;0;2.0
2985; 8:00 ;GLORIETA DE QUEVEDO NUM                                                                             ;7;2.0
2986; 8:00 ;AVENIDA DE PORTUGAL - CALLE DE FRUELA                                                               ;0;2.0
2987; 10:00;AVENIDA DEL VENTISQUERO DE LA CONDESA NUM                                                           ;38;2.0
2988; 11:00;PARQUE DE MADRID RIO (RIBERA OESTE) KM.                                                             ;4700;2.0
2989; 19:00;CALLE DE FRANCISCO DE ROJAS - CALLE DE LUCHANA                                                      ;0;2.0
2990; 9:00 ;CALLE DE ARTURO SORIA NUM                                                                           ;98;2.0
2991; 14:00;CALLE DEL GENERAL RICARDOS NUM                                                                      ;182;2.0
2992; 19:00;CALLE DE PICO ALMANZOR NUM                                                                          ;10;14.0
2993; 21:00;CALLE DE ARGANDA NUM                                                                                ;36;3.0
2994; 9:00 ;AVENIDA DE MIGUEL HERNANDEZ NUM                                                                     ;96;14.0
2995; 13:00;CALLE DE MARIA DE LAS MERCEDES DE BORBON - CALLE DE MARIA REICHE                                    ;0;14.0
2996; 13:00;CALLE DE MARIA DE LAS MERCEDES DE BORBON - CALLE DE MARIA REICHE                                    ;0;2.0
2997; 8:00 ;PLAZA DE LAVAPIES NUM                                                                               ;8;2.0
2998; 11:00;CALLE DE NICOLAS SALMERON - PLAZA DE ALSACIA                                                        ;0;2.0
2999; 18:00;CALLE DEL GENERAL RICARDOS NUM                                                                      ;44;14.0
3000; 21:00;CALLE DE SANTA CASILDA - CALLE DE TOLEDO                                                            ;0;2.0
3001; 18:00;CALLE DEL GENERAL RICARDOS - GLORIETA DEL VALLE DE ORO                                              ;0;2.0
3002; 10:00;PLAZA DE ESPA�A NUM                                                                                 ;5;2.0
3003; 13:00;CALLE DE BRAVO MURILLO NUM                                                                          ;203;3.0
3004; 1:00 ;CALLE DE SAN BERNARDO NUM                                                                           ;40;2.0
3005; 15:00;CALLE DEL GENERAL CASTA�OS - PLAZA DE SALESAS                                                       ;0;3.0
3006; 15:00;CALLE DE LOS YEBENES NUM                                                                            ;78;2.0
3007; 22:00;CALLE DE CARRETAS NUM                                                                               ;14;2.0
3008; 11:00;AUTOVIA  M-40 - GLORIETA DE PRAGA                                                                   ;0;2.0
3009; 14:00;CALLE DE ALMAGRO - CALLE DE FERNANDO EL SANTO                                                       ;0;2.0
3010; 10:00;PARQUE DEL RETIRO                                                                                   ;0;14.0
3011; 20:00;AVENIDA DE OPORTO NUM                                                                               ;73;2.0
3012; 15:00;CAMINO  VIEJO DE VICALVARO NUM                                                                      ;49;2.0
3013; 19:00;CALLE DE AINSA - CALLE DE MARIA SEVILLA DIAGO                                                       ;0;2.0
3014; 13:00;CALLE DE CRISTOBAL BORDIU NUM                                                                       ;47;2.0
3015; 18:00;CALLE DE TOLEDO NUM                                                                                 ;130;2.0
3016; 18:00;CALLE DE LA COSTA VERDE - CALLE DE VIZCAINOS                                                        ;0;14.0
3017; 10:00;CALLE DE LA BELLA ALTISIDORA - RONDA DEL CABALLERO DE LA MANCHA                                     ;0;2.0
3018; 16:00;CALLE DE ALCALA - CALLE DEL MARQUES DE CASA RIERA                                                   ;0;2.0
3019; 00:00;CALLE DE BRAVO MURILLO NUM                                                                          ;24;14.0
3020; 18:00;AVENIDA DE LA PESETA - CALLE  VIA LUSITANA                                                          ;0;2.0
3021; 20:00;PARQUE DE MADRID RIO (RIBERA OESTE) KM.                                                             ;5400;14.0
3022; 12:00;PASEO DE LA REPUBLICA DE CUBA                                                                       ;0;2.0
3023; 9:00 ;AVENIDA  COMPLUTENSE - CALLE DE SINESIO DELGADO                                                     ;0;2.0
3024; 13:00;CARRETERA DE LA CIUDAD UNIVERSITARIA KM.                                                            ;1;2.0
3025; 13:00;CARRETERA DE LA CIUDAD UNIVERSITARIA KM.                                                            ;1;14.0
3026; 13:00;PASEO DEL EMBARCADERO NUM                                                                           ;1;2.0
3027; 20:00;PARQUE DEL RETIRO                                                                                   ;0;3.0
3028; 12:00;AVENIDA DE LA PRINCESA JUANA DE AUSTRIA - AVENIDA DE LOS POBLADOS                                   ;0;2.0
3029; 22:00;AVENIDA DE LA CIUDAD DE BARCELONA NUM                                                               ;4;2.0
3030; 12:00;AVENIDA DE LOGRO�O - CALLE DE LOS JARDINES DE ARANJUEZ                                              ;0;2.0
3031; 20:00;AVENIDA DE LA GRAN VIA DEL SURESTE - CALLE DEL ALTO DEL RETIRO                                      ;0;2.0
3032; 14:00;AVENIDA DE PIO XII - CALLE DE LOS CAIDOS DE LA DIVISION AZUL                                        ;0;14.0
3033; 14:00;AVENIDA DE PIO XII - CALLE DE LOS CAIDOS DE LA DIVISION AZUL                                        ;0;2.0
3034; 15:00;CALLE  GRAN VIA NUM                                                                                 ;36;2.0
3035; 19:00;CALLE DE ISABEL COLBRAND - CALLE DE PALAS DE REY                                                    ;0;2.0
3036; 20:00;CALLE DE ANGEL HERNANDEZ NUM                                                                        ;13;2.0
3037; 21:00;GLORIETA DEL ANGEL CAIDO - PASEO DE URUGUAY                                                         ;0;2.0
3038; 23:00;CALLE DE ARGUMOSA - RONDA DE ATOCHA                                                                 ;0;2.0
3039; 22:00;AVENIDA DE LA CIUDAD DE BARCELONA NUM                                                               ;130;2.0
3040; 9:00 ;AVENIDA DE MIGUEL HERNANDEZ - CALLE DE LOS ANDALUCES                                                ;0;2.0
3041; 13:00;PASEO DE LOS CASTA�OS                                                                               ;0;14.0
3042; 13:00;PASEO DEL PI�ONERO NUM                                                                              ;1;2.0
3043; 18:00;AVENIDA DEL VENTISQUERO DE LA CONDESA - CALLE DE ARROYOFRESNO                                       ;0;2.0
3044; 14:00;CALLE DE MIGUEL SERVET NUM                                                                          ;10;2.0
3045; 16:00;CALLE DEL DOCTOR ESQUERDO NUM                                                                       ;166;2.0
3046; 19:00;AVENIDA DE LA CIUDAD DE BARCELONA - ESTACION DE ATOCHA                                              ;0;14.0
3047; 19:00;AVENIDA DE ENTREVIAS NUM                                                                            ;140;2.0
3048; 11:00;CALLE DE LA RIBERA DEL SENA NUM                                                                     ;2;2.0
3049; 13:00;CALLE DE GENOVA NUM                                                                                 ;27;2.0
