;HORA;CALLE;NUMERO;LESIVIDAD*
1343; 22:00;CALLE DE AGUSTIN DE FOXA NUM                                                                        ;40;2.0
1344; 19:00;AVENIDA DE LA CIUDAD DE BARCELONA NUM                                                               ;1;2.0
1345; 7:00 ;CALLE DEL RELOJ NUM                                                                                 ;12;14.0
1346; 13:00;LUGAR DE LA CASA DE CAMPO                                                                           ;0;2.0
1347; 14:00;CALLE DE SANTA ENGRACIA NUM                                                                         ;125;2.0
1348; 15:00;CALLE DE GENOVA - PLAZA DE SANTA BARBARA                                                            ;0;2.0
1349; 2:00 ;CALLE DE JOAQUIN COSTA NUM                                                                          ;21;2.0
1350; 22:00;CALLE DE SAN BERNARDO NUM                                                                           ;72;2.0
1351; 20:00;CALLE DEL ESPIRITU SANTO NUM                                                                        ;1;2.0
1352; 13:00;CALLE DE FRANCISCO SILVELA NUM                                                                      ;44;2.0
1353; 15:00;PASEO DE LA CASTELLANA NUM                                                                          ;13;2.0
1354; 15:00;PARQUE DE MADRID RIO (RIBERA OESTE) KM.                                                             ;3900;14.0
1355; 11:00;CALLE DE FERNAN GONZALEZ - CALLE DE JORGE JUAN                                                      ;0;2.0
1356; 22:00;CALLE DE GINZO DE LIMIA - CALLE DE LA VILLA DE MARIN                                                ;0;2.0
1357; 9:00 ;GLORIETA DE CADIZ - AUTOVIA  M-30 CALZADA 2                                                         ;0;3.0
1358; 12:00;PLAZA DE ALONSO MARTINEZ NUM                                                                        ;3;2.0
1359; 18:00;CALLE DE LOS YEBENES NUM                                                                            ;121;2.0
1360; 12:00;CALLE DE RIVAS NUM                                                                                  ;82;2.0
1361; 22:00;AVENIDA DEL DOCTOR ARCE - PLAZA DE SANTA GEMA                                                       ;0;2.0
1362; 8:00 ;PLAZA DE LA PUERTA DEL SOL NUM                                                                      ;1;2.0
1363; 17:00;CALLE DE LA RIBERA DE CURTIDORES NUM                                                                ;3;2.0
1364; 9:00 ;CALLE DE MIGUEL ANGEL - PASEO DEL GENERAL MARTINEZ CAMPOS                                           ;0;2.0
1365; 21:00;AVENIDA DE DAROCA NUM                                                                               ;63;14.0
1366; 7:00 ;CALLE DE BRAVO MURILLO NUM                                                                          ;105;2.0
1367; 23:00;CALLE DE ALCALA - CALLE DEL MARQUES DE CASA RIERA                                                   ;0;2.0
1368; 1:00 ;CUESTA DE SAN VICENTE NUM                                                                           ;40;2.0
1369; 22:00;CALLE DE LA GRANDEZA ESPA�OLA NUM                                                                   ;39;2.0
1370; 9:00 ;CALLE DE TOLEDO - PLAZA  MAYOR                                                                      ;0;3.0
1371; 13:00;AVENIDA DE MORATALAZ NUM                                                                            ;44;2.0
1372; 12:00;CALLE DE BRAOJOS NUM                                                                                ;10;2.0
1373; 9:00 ;PASEO DE LA CASTELLANA - PASEO DE LA HABANA                                                         ;0;2.0
1374; 14:00;CALLE DE GENOVA NUM                                                                                 ;2;2.0
1375; 10:00;CALLE DE BRAVO MURILLO NUM                                                                          ;105;2.0
1376; 19:00;CALLE DE SANTA ENGRACIA NUM                                                                         ;135;2.0
1377; 6:00 ;CALLE DE TOLEDO NUM                                                                                 ;120;3.0
1378; 21:00;CALLE DE MEQUINENZA NUM                                                                             ;14;2.0
1379; 19:00;CALLE DE LA ESCALINATA NUM                                                                          ;8;2.0
1380; 21:00;CALLE DE LA CAVA DE SAN MIGUEL NUM                                                                  ;13;2.0
1381; 8:00 ;PUENTE DE LOS FRANCESES                                                                             ;0;2.0
1382; 12:00;CARRETERA DE BOADILLA DEL MONTE NUM                                                                 ;27;2.0
1383; 14:00;CALLE DE LA INFANTA MERCEDES NUM                                                                    ;27;2.0
1384; 17:00;CALLE DE ANTONIO DE CABEZON NUM                                                                     ;91;2.0
1385; 11:00;CUESTA DE LA VEGA - PASEO DE LA CIUDAD DE PLASENCIA                                                 ;0;2.0
1386; 17:00;CALLE DE AREVALO LARA - CALLE DE TAMPICO                                                            ;0;2.0
1387; 00:00;CALLE DE SAN FELIPE NERI - PLAZA DE LOS HERRADORES                                                  ;0;2.0
1388; 11:00;CALLE DE LA RIBERA DEL SENA - GLORIETA DE LUXEMBURGO                                                ;          ;2.0
1389; 14:00;CALLE DE FREUD - CALLE DE MARX                                                                      ;0;2.0
1390; 13:00;RONDA DE TOLEDO NUM                                                                                 ;14;2.0
1391; 20:00;CALLE DE SEGOVIA NUM                                                                                ;16;3.0
1392; 14:00;CALLE DE BRAVO MURILLO NUM                                                                          ;101;2.0
1393; 19:00;CALLE DE LA GOLONDRINA - CALLE DE VALTRAVIESO                                                       ;0;2.0
1394; 23:00;CALLE DE LA INFANTA MERCEDES - CALLE DE SOR ANGELA DE LA CRUZ                                       ;0;2.0
1395; 14:00;CALLE DE LA REPUBLICA CHECA NUM                                                                     ;1;2.0
1396; 18:00;CALLE DE MONTALBAN NUM                                                                              ;1;2.0
1397; 19:00;CALLE DE BRAVO MURILLO NUM                                                                          ;243;2.0
1398; 17:00;CALLE  GRAN VIA NUM                                                                                 ;22;3.0
1399; 18:00;CALLE DE ALCALA NUM                                                                                 ;52;2.0
1400; 18:00;CALLE DE ALCALA NUM                                                                                 ;52;14.0
1401; 20:00;CALLE DE GRA�ON - CALLE DE SAN JUAN DE ORTEGA                                                       ;0;14.0
1402; 9:00 ;AVENIDA DE LA DEMOCRACIA - BULEVAR DE JOSE PRAT                                                     ;0;2.0
1403; 17:00;CALLE DE ESPALTER NUM                                                                               ;3;2.0
1404; 11:00;PASEO DE LAS DELICIAS NUM                                                                           ;89;14.0
1405; 20:00;CALLE DE JOSE SILVA - CALLE DE TORRELAGUNA                                                          ;0;2.0
1406; 20:00;AVENIDA DE MANUEL AZA�A - CARRETERA A LA ESTACION DE HORTALEZA                                      ;0;2.0
1407; 14:00;CALLE DE JOAQUIN COSTA NUM                                                                          ;9;2.0
1408; 20:00;PASEO DE LA CASTELLANA NUM                                                                          ;244;2.0
1409; 10:00;CARRIL  ANILLO VERDE CICLISTA KM.                                                                   ;32000;2.0
1410; 20:00;CALLE DE GOYA NUM                                                                                   ;71;2.0
1411; 22:00;CALLE DE GUTIERREZ SOLANA - PASEO DE LA HABANA                                                      ;0;2.0
1412; 10:00;CALLE DE O'DONNELL NUM                                                                              ;44;2.0
1413; 17:00;CARRETERA DE RODAJOS                                                                                ;0;2.0
1414; 16:00;AVENIDA DEL MEDITERRANEO NUM                                                                        ;16;2.0
1415; 20:00;PLAZA DEL EMPERADOR CARLOS V NUM                                                                    ;8;2.0
1416; 8:00 ;AVENIDA DE MACHUPICHU - CALLE DE JOSE MIGUEL GURIDI                                                 ;0;2.0
1417; 19:00;AVENIDA DEL MONASTERIO DE SILOS - CALLE DEL MONASTERIO DE EL PAULAR                                 ;0;3.0
1418; 8:00 ;CALLE DEL DOCTOR ESQUERDO NUM                                                                       ;114;2.0
1419; 12:00;PASEO DE VENEZUELA - PASEO DEL FERNAN NU�EZ                                                         ;0;2.0
1420; 19:00;CALLE DEL MONASTERIO DE ARLANZA NUM                                                                 ;27;2.0
1421; 21:00;CALLE DE CEDACEROS NUM                                                                              ;4;2.0
1422; 14:00;PASEO DEL PRADO NUM                                                                                 ;6;2.0
1423; 15:00;AVENIDA DEL PLANETARIO - CALLE DE EROS                                                              ;0;2.0
1424; 15:00;CALLE  MAYOR NUM                                                                                    ;70;2.0
1425; 22:00;AVENIDA DE LOS ANDES - GLORIETA DE YUCATAN                                                          ;0;2.0
1426; 00:00;CALLE DE BRAVO MURILLO - CALLE DE JOSE ABASCAL                                                      ;0;2.0
1427; 15:00;AUTOVIA  M-30 CALZADA 2 - AVENIDA DE AMERICA                                                        ;0;2.0
1428; 22:00;CALLE DE SAN BERNARDO NUM                                                                           ;5;2.0
1429; 13:00;AVENIDA DE ARCENTALES NUM                                                                           ;7;2.0
1430; 20:00;CALLE DE BUSTAMANTE - PASEO DE LAS DELICIAS                                                         ;0;2.0
1431; 12:00;CALLE DEL ALMIRANTE FRANCISCO MORENO NUM                                                            ;13;2.0
1432; 19:00;GLORIETA DE EMBAJADORES NUM                                                                         ;5;2.0
1433; 9:00 ;CALLE DE TORIJA - PLAZA DE LA MARINA ESPA�OLA                                                       ;0;2.0
1434; 13:00;CALLE DE ZURBARAN - PASEO DE LA CASTELLANA                                                          ;0;2.0
1435; 22:00;AVENIDA DE MENENDEZ PELAYO NUM                                                                      ;32;3.0
1436; 17:00;CALLE DE LOS BARROS - RONDA  SUR                                                                    ;0;2.0
1437; 16:00;PLAZA DE SANTA CATALINA DE LOS DONADOS NUM                                                          ;3;2.0
1438; 9:00 ;CALLE DE PRECIADOS NUM                                                                              ;28;2.0
1439; 13:00;CALLE DE ALCALA NUM                                                                                 ;149;2.0
1440; 14:00;CALLE DEL ARROYO DEL MONTE - PLAZA DE LA PRADERA DEL SACERAL                                        ;0;2.0
1441; 00:00;PLAZA DEL EMPERADOR CARLOS V - RONDA DE ATOCHA                                                      ;0;2.0
1442; 19:00;CALLE DE LOS ALGODONALES NUM                                                                        ;10;2.0
1443; 8:00 ;CALLE DE ALCALA NUM                                                                                 ;51;2.0
1444; 9:00 ;CALLE DEL ALCALDE SAINZ DE BARANDA NUM                                                              ;92;3.0
1445; 16:00;PASEO DE LA PUERTA DEL ANGEL NUM                                                                    ;3;2.0
1446; 21:00;ACCESO A LA AUTOVIA M-40 - AVENIDA DE CANILLEJAS A VICALVARO                                        ;0;2.0
1447; 8:00 ;CALLE DE SERRANO NUM                                                                                ;103;2.0
1448; 9:00 ;CALLE DE MALMOE - PLAZA DE ALSACIA                                                                  ;0;2.0
1449; 7:00 ;CALLE DE NUESTRA SE�ORA DE VALVERDE NUM                                                             ;45;2.0
1450; 8:00 ;CALLE DEL MIRADOR DE LA SIERRA NUM                                                                  ;12;2.0
1451; 13:00;AUTOVIA  M-40 - AVENIDA DE CANILLEJAS A VICALVARO                                                   ;0;2.0
1452; 13:00;AVENIDA DE NICETO ALCALA ZAMORA - CALLE DE ARIADNA                                                  ;0;2.0
1453; 16:00;AVENIDA DE LOS POBLADOS - CALLE DE LAS CERILLERAS                                                   ;0;3.0
1454; 13:00;CALLE DE SANTA FELICIANA NUM                                                                        ;6;14.0
1455; 13:00;CARRETERA DE PARDO A FUENCARRAL KM.                                                                 ;7;2.0
1456; 20:00;AVENIDA DE ASTURIAS - CALLE DE SINESIO DELGADO                                                      ;0;2.0
1457; 23:00;CALLE DE ZAIDA - CALLE DEL ARROYO VALDECELADA                                                       ;0;2.0
1458; 19:00;PASEO DE CAMOENS Y VALERO                                                                           ;0;2.0
1459; 19:00;CALLE DE GUZMAN EL BUENO - CALLE DEL GENERAL ASENSIO CABANILLAS                                     ;0;3.0
1460; 10:00;AVENIDA DE LA GAVIA - AVENIDA DEL CERRO MILANO                                                      ;0;2.0
1461; 14:00;PASEO DE ALBERTO PALACIOS NUM                                                                       ;34;14.0
1462; 16:00;PARQUE DEL RETIRO                                                                                   ;0;3.0
1463; 23:00;PLAZA DE LA PUERTA DEL SOL NUM                                                                      ;1;2.0
1464; 10:00;CALLE DE ZURBANO - PASEO DE EDUARDO DATO                                                            ;0;2.0
1465; 17:00;CALLE DE GOYA - CALLE DE SERRANO                                                                    ;0;2.0
1466; 19:00;CALLE DE CARCASTILLO NUM                                                                            ;25;2.0
1467; 19:00;CALLE DE LOS CONDES DEL VAL NUM                                                                     ;11;2.0
1468; 19:00;AVENIDA DE MENENDEZ PELAYO NUM                                                                      ;38;2.0
1469; 19:00;AVENIDA DE ARCENTALES - CALLE DE MIGUEL YUSTE                                                       ;0;2.0
1470; 20:00;CALLE DE LOPE DE RUEDA - CALLE DE O'DONNELL                                                         ;0;2.0
1471; 9:00 ;CARRETERA DE CANILLAS NUM                                                                           ;10;2.0
1472; 8:00 ;CALLE DE SAN BERNARDO NUM                                                                           ;59;2.0
1473; 14:00;CALLE DE RAIMUNDO FERNANDEZ VILLAVERDE NUM                                                          ;30;2.0
1474; 19:00;AVENIDA DE LAS GLORIETAS NUM                                                                        ;14;2.0
1475; 19:00;AVENIDA DE LAS GLORIETAS NUM                                                                        ;14;14.0
1476; 15:00;CALLE DE GENOVA - PLAZA DE ALONSO MARTINEZ                                                          ;0;2.0
1477; 12:00;CALLE DE LA OCA - CALLE DE RAMON SAINZ                                                              ;0;3.0
1478; 11:00;CALLE DE SAN NORBERTO NUM                                                                           ;8;2.0
1479; 18:00;CARRETERA DE EL PARDO NUM                                                                           ;7;2.0
1480; 22:00;PLAZA DE SANTA BARBARA NUM                                                                          ;6;2.0
1481; 23:00;PLAZA DE LA ASAMBLEA DE MADRID                                                                      ;0;2.0
1482; 7:00 ;CALLE DE ALFONSO XII NUM                                                                            ;52;2.0
1483; 13:00;CALLE DE FERNANDO EL CATOLICO NUM                                                                   ;25;2.0
1484; 23:00;CALLE DE MARIA PANES - CALLE DE MODESTO LAFUENTE                                                    ;0;2.0
1485; 15:00;CALLE DE MURCIA - CALLE DE RAFAEL DE RIEGO                                                          ;0;2.0
1486; 16:00;CALLE DE EMERENCIANA ZURILLA - CALLE DE SAN RESTITUTO                                               ;0;2.0
1487; 19:00;CALLE DE ARTURO SORIA - CUESTA DEL SAGRADO CORAZON                                                  ;          ;2.0
1488; 20:00;AVENIDA DE LAS COMUNIDADES - BULEVAR DE JOSE PRAT                                                   ;0;2.0
1489; 9:00 ;CALLE DEL GENERAL RICARDOS NUM                                                                      ;177;2.0
1490; 9:00 ;CALLE DEL GENERAL RICARDOS NUM                                                                      ;177;2.0
1491; 9:00 ;CARRETERA DE VILLAVERDE A VALLECAS KM.                                                              ;1300;2.0
1492; 14:00;CALLE DE SAN ALEJANDRO NUM                                                                          ;6;2.0
1493; 17:00;GLORIETA DE LOS PATINES - PASEO DE LA PUERTA DEL ANGEL                                              ;0;2.0
1494; 18:00;CALLE DE BUGEDO - CALLE DE TRESPADERNE                                                              ;0;2.0
1495; 18:00;CARRIL  ANILLO VERDE CICLISTA KM.                                                                   ;43300;3.0
1496; 15:00;AVENIDA DEL PRESIDENTE CARMONA - CALLE DE LOS MARTIRES DE LA VENTILLA                               ;0;2.0
1497; 8:00 ;CALLE DE SAN BERNARDO - CALLE DE SAN VICENTE FERRER                                                 ;0;2.0
1498; 9:00 ;CALLE DE LA COSTA BRAVA NUM                                                                         ;17;2.0
1499; 21:00;CALLE DE EMBAJADORES NUM                                                                            ;76;2.0
1500; 17:00;CALLE DE BRAVO MURILLO NUM                                                                          ;288;2.0
1501; 19:00;PLAZA DE GABRIEL MIRO NUM                                                                           ;3;2.0
1502; 14:00;CALLE DEL CABALLERO DE GRACIA NUM                                                                   ;36;2.0
1503; 20:00;CALLE DE FRANCISCO SILVELA NUM                                                                      ;50;2.0
1504; 13:00;CALLE DE SAN BERNARDO - CALLE DEL PEZ                                                               ;0;3.0
1505; 15:00;PASEO DE SANTA MARIA DE LA CABEZA NUM                                                               ;10;2.0
1506; 22:00;CALLE DE LUCHANA - GLORIETA DE BILBAO                                                               ;0;2.0
1507; 14:00;CALLE DE SEGOVIA NUM                                                                                ;57;2.0
1508; 10:00;CALLE DE LA MONTERA - CALLE DE LOS JARDINES                                                         ;0;2.0
1509; 18:00;PASEO DEL FERNAN NU�EZ                                                                              ;0;14.0
1510; 15:00;AVENIDA DE LA CIUDAD DE BARCELONA - CALLE DEL ALBERCHE                                              ;0;14.0
1511; 18:00;AVENIDA DE LOS ANDES NUM                                                                            ;46;2.0
1512; 21:00;CALLE DE BRAVO MURILLO NUM                                                                          ;80;14.0
1513; 16:00;BARRIO DE LA CELSA - CARRETERA DE VILLAVERDE A VALLECAS                                             ;0;2.0
1514; 16:00;CALLE DE AYALA NUM                                                                                  ;15;2.0
1515; 16:00;CALLE DE DOLORES BARRANCO - CALLE DE LOS FERROVIARIOS                                               ;0;14.0
1516; 16:00;CALLE DE DOLORES BARRANCO - CALLE DE LOS FERROVIARIOS                                               ;0;2.0
1517; 16:00;PASEO DE LOS FERROVIARIOS NUM                                                                       ;11;2.0
1518; 12:00;CALLE DE BOLIVAR - CALLE DEL BRONCE                                                                 ;0;2.0
1519; 9:00 ;CALLE DE MOHERNANDO - CALLE DE PIO FELIPE                                                           ;0;2.0
1520; 21:00;PASEO DE SANTA MARIA DE LA CABEZA NUM                                                               ;23;2.0
1521; 21:00;CALLE DE ALCALA NUM                                                                                 ;413;3.0
1522; 8:00 ;PASEO DE YESERIAS NUM                                                                               ;29;2.0
1523; 16:00;CALLE DE BRAVO MURILLO NUM                                                                          ;299;14.0
1524; 19:00;PARQUE DEL RETIRO - PASEO DEL FERNAN NU�EZ                                                          ;0;14.0
1525; 14:00;AVENIDA DE LA PESETA - CALLE DEL LUIS DE ORO                                                        ;0;3.0
1526; 16:00;CALLE DE BELISANA NUM                                                                               ;17;2.0
1527; 11:00;CALLE DE LUIS MARTINEZ FEDUCHI NUM                                                                  ;1;2.0
1528; 7:00 ;CALLE DE ZURBANO - PASEO DE EDUARDO DATO                                                            ;0;14.0
1529; 17:00;CALLE DE RAFAEL DE RIEGO NUM                                                                        ;46;2.0
1530; 17:00;CALLE DE RAFAEL DE RIEGO NUM                                                                        ;46;2.0
1531; 13:00;CALLE DE ALCALA NUM                                                                                 ;160;2.0
1532; 16:00;CALLE DE AMALIA MARCOS - CALLE DEL PUERTO DE PORZUNA                                                ;0;2.0
1533; 17:00;CALLE DE SEGOVIA NUM                                                                                ;1;2.0
1534; 20:00;CALLE DE LEDESMA - CALLE DE SERVANDO BATANERO                                                       ;0;2.0
1535; 11:00;CALLE DE LA SENDA DEL REY                                                                           ;0;2.0
1536; 12:00;CALLE DE CLAUDIO COELLO - CALLE DE JUAN BRAVO                                                       ;0;3.0
1537; 11:00;CALLE DEL PUENTE DE SEGOVIA - PASEO DE LA VIRGEN DEL PUERTO                                         ;0;2.0
1538; 7:00 ;AVENIDA DEL MEDITERRANEO NUM                                                                        ;28;2.0
1539; 20:00;CALLE  GRAN VIA - CALLE DE SAN BERNARDO                                                             ;0;2.0
1540; 16:00;CALLE DEL GENERAL RICARDOS NUM                                                                      ;37;2.0
1541; 20:00;CALLE DE CARRETAS NUM                                                                               ;7;2.0
1542; 1:00 ;PLAZA DEL EMPERADOR CARLOS V - RONDA DE ATOCHA                                                      ;0;2.0
1543; 11:00;CARRETERA DE LA CIUDAD UNIVERSITARIA KM.                                                            ;1;2.0
1544; 14:00;PASEO DEL PRADO NUM                                                                                 ;1;2.0
1545; 14:00;CALLE DE BERRUGUETE NUM                                                                             ;51;14.0
1546; 21:00;CALLE DE BRAVO MURILLO NUM                                                                          ;137;2.0
1547; 23:00;CALLE DE FRANCISCO DE ROJAS - CALLE DE NICASIO GALLEGO                                              ;0;2.0
1548; 12:00;CAMINO DE PERALES NUM                                                                               ;20;2.0
1549; 16:00;PARQUE DE MADRID RIO (RIBERA OESTE) KM.                                                             ;5800;2.0
1550; 19:00;PARQUE DEL RETIRO                                                                                   ;0;14.0
1551; 19:00;PARQUE DEL RETIRO                                                                                   ;0;14.0
1552; 17:00;PARQUE DE MADRID RIO (RIBERA ESTE) KM.                                                              ;1800;2.0
1553; 20:00;CALLE DE TORRECILLA DEL LEAL - CALLE DEL OLMO                                                       ;0;2.0
1554; 22:00;AVENIDA DE LUIS ARAGON�S NUM                                                                        ;4;2.0
1555; 14:00;CALLE DE CAMPEZO NUM                                                                                ;16;3.0
1556; 16:00;CALLE DE HORTALEZA - CALLE DE MEJIA LEQUERICA                                                       ;0;2.0
1557; 19:00;CALLE DE LUCHANA - CALLE DE SANTA ENGRACIA                                                          ;0;14.0
1558; 20:00;PASEO DE RECOLETOS NUM                                                                              ;25;14.0
1559; 6:00 ;CALLE DE SINESIO DELGADO - CALLE DEL CAPITAN BLANCO ARGIBAY                                         ;0;2.0
1560; 14:00;CALLE DE JULIO CARO BAROJA - CAMINO DEL VALDEBEBAS                                                  ;0;3.0
1561; 15:00;CALLE DE ALMAGRO NUM                                                                                ;34;2.0
1562; 18:00;AVENIDA DE LOGRO�O - CALLE DE TINTIN Y MILU                                                         ;0;2.0
1563; 5:00 ;CALLE DE SANTA ENGRACIA NUM                                                                         ;106;2.0
1564; 6:00 ;PASEO DE LAS DELICIAS - PLAZA DE LUCA DE TENA                                                       ;0;2.0
1565; 11:00;CARRIL  ANILLO VERDE CICLISTA KM.                                                                   ;7200;3.0
1566; 14:00;PLAZA DE ALONSO MARTINEZ NUM                                                                        ;3;2.0
1567; 17:00;CALLE DE ANA TERESA - CALLE DE ANTONIO SANFIZ                                                       ;0;3.0
1568; 16:00;CALLE DEL PUENTE DE SEGOVIA                                                                         ;0;2.0
1569; 23:00;CALLE DEL OLIVAR NUM                                                                                ;31;2.0
1570; 16:00;AVENIDA DE LA PRINCESA JUANA DE AUSTRIA - AVENIDA DE LOS POBLADOS                                   ;0;2.0
1571; 18:00;CALLE DE JOSE BERGAMIN NUM                                                                          ;30;2.0
1572; 14:00;CALLE DEL PRINCIPE DE VERGARA - PLAZA DE LA REPUBLICA DEL ECUADOR                                   ;0;3.0
1573; 22:00;PASEO DEL PRADO NUM                                                                                 ;48;2.0
1574; 23:00;CALLE DE DIEGO DE LEON - CALLE DE FRANCISCO SILVELA                                                 ;0;2.0
1575; 9:00 ;CALLE DE LA COALICION - CALLE DE LA UNANIMIDAD                                                      ;0;2.0
1576; 14:00;AVENIDA DE MIGUEL HERNANDEZ - CALLE DE RAFAEL FERNANDEZ HIJICOS                                     ;0;2.0
1577; 16:00;CALLE DE GABRIELA MISTRAL - CALLE DEL ARROYO DEL MONTE                                              ;0;2.0
1578; 16:00;CALLE DE GABRIELA MISTRAL - CALLE DEL ARROYO DEL MONTE                                              ;0;14.0
1579; 12:00;PARQUE DE JUAN CARLOS I NUM                                                                         ;1;2.0
1580; 16:00;CALLE DE CLAUDIO COELLO - CALLE DE GOYA                                                             ;0;2.0
1581; 14:00;PASEO DEL EMBARCADERO NUM                                                                           ;6;2.0
1582; 20:00;CALLE DEL ALCALDE SAINZ DE BARANDA NUM                                                              ;92;2.0
1583; 14:00;CALLE DE LOS HERMANOS DEL MORAL - CALLE DEL GENERAL RICARDOS                                        ;0;2.0
1584; 15:00;CALLE DEL DOCTOR ESQUERDO NUM                                                                       ;62;2.0
1585; 13:00;AVENIDA DEL MONASTERIO DE SILOS NUM                                                                 ;14;2.0
1586; 13:00;AVENIDA DEL MONASTERIO DE SILOS NUM                                                                 ;14;2.0
1587; 16:00;PLAZA DE LA LEALTAD NUM                                                                             ;5;2.0
1588; 11:00;CALLE DE ALCALA - CALLE DE VALENTIN BEATO                                                           ;0;2.0
1589; 12:00;CALLE DE LABAJOS NUM                                                                                ;4;3.0
1590; 00:00;CALLE DE SAN ANDRES - CALLE DEL ESPIRITU SANTO                                                      ;0;2.0
1591; 15:00;CALLE DE ALCALA - CALLE DEL MARQUES DE CASA RIERA                                                   ;0;2.0
1592; 10:00;CALLE DE BERNARDINO OBREGON - CALLE DE PALOS DE LA FRONTERA                                         ;0;3.0
1593; 16:00;AVENIDA DEL PALACIO - CARRETERA DE PARDO A FUENCARRAL                                               ;0;2.0
1594; 17:00;CALLE DE ARTURO SORIA NUM                                                                           ;65;2.0
1595; 13:00;CALLE DE ILLESCAS - CALLE DE VALMOJADO                                                              ;0;2.0
1596; 10:00;CALLE DE JOSE ABASCAL NUM                                                                           ;48;2.0
1597; 13:00;CALLE DEL PINTOR LUCIO MU�OZ NUM                                                                    ;17;2.0
1598; 18:00;AVENIDA DE LOS MADRO�OS NUM                                                                         ;15;2.0
1599; 20:00;CALLE  MAYOR NUM                                                                                    ;84;2.0
1600; 9:00 ;AVENIDA DEL MONASTERIO DE SILOS - VIA  FERROCARRIL DE MIRASIERRA                                    ;0;2.0
1601; 9:00 ;AVENIDA DEL MONASTERIO DE SILOS - VIA  FERROCARRIL DE MIRASIERRA                                    ;0;3.0
1602; 16:00;CARRERA DE SAN JERONIMO NUM                                                                         ;34;2.0
1603; 20:00;CALLE DE LAS INFANTAS - CALLE DEL CLAVEL                                                            ;0;3.0
1604; 21:00;PARQUE DE LA CASA DE CAMPO                                                                          ;0;2.0
1605; 21:00;PARQUE DE LA CASA DE CAMPO                                                                          ;0;14.0
1606; 19:00;CALLE DE ARGUMOSA - RONDA DE ATOCHA                                                                 ;0;2.0
1607; 19:00;AVENIDA DE LA CIUDAD DE BARCELONA - CALLE DE SECO                                                   ;0;14.0
1608; 20:00;CALLE DE LOPEZ DE HOYOS NUM                                                                         ;141;14.0
1609; 20:00;CALLE DE ALCALA - CALLE DE CRONOS                                                                   ;0;2.0
1610; 10:00;AVENIDA DE SANTO DOMINGO DE LA CALZADA - AVENIDA DEL CAMINO DE SANTIAGO                             ;0;2.0
1611; 13:00;CALLE DE ANICETO MARINAS NUM                                                                        ;16;2.0
1612; 21:00;CALLE DE LA ANTRACITA NUM                                                                           ;10;2.0
1613; 21:00;PASEO DE LA CASTELLANA NUM                                                                          ;46;2.0
1614; 1:00 ;PASEO DE SANTA MARIA DE LA CABEZA NUM                                                               ;8;2.0
1615; 8:00 ;CALLE DE ATOCHA NUM                                                                                 ;107;2.0
1616; 12:00;PASEO DE SANTA MARIA DE LA CABEZA - PLAZA DEL EMPERADOR CARLOS V                                    ;0;2.0
1617; 14:00;CALLE DE ALFONSO XII NUM                                                                            ;8;2.0
1618; 22:00;CALLE DE ALONSO CANO - CALLE DE CRISTOBAL BORDIU                                                    ;0;2.0
1619; 23:00;AVENIDA DE ALBERTO ALCOCER - CALLE DEL PADRE DAMIAN                                                 ;0;2.0
1620; 2:00 ;CALLE DEL MARQUES DE VIANA - PASEO DE LA DIRECCION                                                  ;0;2.0
1621; 7:00 ;CALLE DEL GENERAL MARTIN CEREZO - CALLE DEL GENERAL RICARDOS                                        ;0;2.0
1622; 10:00;CALLE DE JULIAN CAMARILLO NUM                                                                       ;46;2.0
1623; 12:00;AVENIDA DEL GENERAL FANJUL NUM                                                                      ;63;2.0
1624; 14:00;CALLE DE ALCALA - CALLE DEL DOCTOR VALLEJO                                                          ;0;2.0
1625; 16:00;AVENIDA  COMPLUTENSE NUM                                                                            ;12;2.0
1626; 21:00;PARQUE DEL RETIRO                                                                                   ;0;2.0
1627; 15:00;AVENIDA DE LA ALBUFERA NUM                                                                          ;272;2.0
1628; 17:00;CARRETERA DEL ZARZON - PASEO DE LA VENTA                                                            ;0;2.0
1629; 20:00;CAMINO DEL POZO DEL TIO RAIMUNDO NUM                                                                ;1;2.0
1630; 16:00;CALLE DE JOSEFA VALCARCEL NUM                                                                       ;2;2.0
1631; 19:00;CALLE DE ZAPARDIEL - CALLE DE ZUBIA                                                                 ;0;2.0
1632; 17:00;PARQUE DE LA CASA DE CAMPO                                                                          ;          ;2.0
1633; 17:00;AVENIDA DE NAZARET NUM                                                                              ;8;2.0
1634; 9:00 ;CALLE DEL MARQUES DE VILLAMAGNA NUM                                                                 ;6;2.0
1635; 16:00;CALLE DE ALCALA NUM                                                                                 ;4;2.0
1636; 9:00 ;CALLE DE SEGOVIA NUM                                                                                ;18;3.0
1637; 19:00;CALLE DE SAN MATEO NUM                                                                              ;8;2.0
1638; 10:00;CALLE DE ALCALA NUM                                                                                 ;52;2.0
1639; 9:00 ;CALLE DE LA PRINCESA NUM                                                                            ;2;2.0
1640; 19:00;CALLE DE FUENCARRAL - PLAZUELA DE ANTONIO VEGA                                                      ;          ;2.0
1641; 20:00;CALLE DE LOS PADRES DOMINICOS - CALLE DE MANUEL POMBO ANGULO                                        ;0;2.0
1642; 8:00 ;AVENIDA DE ALFONSO XIII NUM                                                                         ;51;2.0
1643; 9:00 ;PASEO DE LOS PLATANOS                                                                               ;0;3.0
1644; 12:00;PLAZA DE CIBELES NUM                                                                                ;2;3.0
1645; 17:00;CALLE DE LAVAPIES NUM                                                                               ;47;3.0
1646; 19:00;CALLE DE O'DONNELL NUM                                                                              ;26;2.0
